LTLA Code,MSOA Code,MSOA Name,Under 16,16-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80+,16+
E07000115,E02005161,Tonbridge South & Haysden,1753,1339,673,690,707,646,682,631,512,340,337,212,347,7116
E07000115,E02006833,"East Malling, West Malling & Trottiscliffe",2479,1768,789,858,836,906,926,975,816,720,744,520,662,10520
E07000116,E02005162,Paddock Wood & Five Oak Green,1922,1722,617,614,656,812,877,757,691,602,646,474,579,9047
E07000116,E02005163,Southborough West,1792,1257,442,511,650,695,714,617,446,346,399,269,365,6711
E07000116,E02005164,Southborough East & Longfield Road,1954,1374,711,721,734,671,650,521,426,339,371,288,414,7220
E07000116,E02005165,Pembury & Matfield,1342,1146,382,445,464,550,581,617,532,443,515,398,511,6584
E07000116,E02005166,High Brooms & Sherwood,1591,1200,572,615,541,509,487,442,368,271,257,183,243,5688
E07000116,E02005167,"Langton Green, Speldhurst & Bidborough",1660,1045,338,412,531,628,630,602,494,455,508,347,520,6510
E07000116,E02005168,Tunbridge Wells West,1624,1100,519,559,616,721,660,540,448,320,309,243,519,6554
E07000116,E02005169,Tunbridge Wells Central,1624,1749,1235,1052,861,724,649,567,445,322,347,212,301,8464
E07000116,E02005170,Ferndale & Hawkenbury,2084,1483,733,767,805,756,752,654,465,392,413,351,669,8240
E07000116,E02005171,Ramslye & Rusthall,1350,1030,467,499,477,468,488,424,335,268,294,222,337,5309
E07000116,E02005172,"Goudhurst, Horsmonden & Lamberhurst",1710,1379,375,484,542,659,746,776,641,492,487,406,414,7401
E07000116,E02005173,Tunbridge Wells South,1632,1118,514,655,629,679,709,655,587,466,473,388,567,7440
E07000116,E02005174,"Cranbrook, Sissinghurst & Frittenden",1630,1443,398,374,397,527,637,623,524,441,498,388,569,6819
E07000116,E02005175,"Hawkhurst, Benenden & Sandhurst",1845,1419,457,415,466,570,729,697,632,532,573,424,549,7463
E07000117,E02005176,Harle Syke & Lanehead,1852,1511,656,615,574,603,627,648,587,491,532,403,382,7629
E07000117,E02005177,Queensgate,1492,1152,506,504,477,410,410,365,345,298,318,197,365,5347
E07000117,E02005178,Central Burnley & Daneshouse,3490,2679,1106,1032,922,814,656,488,425,321,228,157,208,9036
E07000117,E02005179,Padiham,1950,1523,701,635,539,582,701,713,607,497,464,325,407,7694
E07000117,E02005180,Habergham & Ightenhill,1188,994,436,431,369,461,542,568,525,470,491,308,419,6014
E07000117,E02005181,Whittlefield & Rose Grove,1375,1197,508,464,433,440,451,441,394,327,332,235,247,5469
E07000117,E02005182,Bank Hall & Fulledge,1363,1194,537,503,430,393,435,399,370,275,299,219,271,5325
E07000117,E02005183,Brunshaw & Brownside,1035,914,363,419,337,379,464,517,422,362,391,281,346,5195
E07000117,E02005184,"Cliviger, Worsthorne & Lane Bottom",673,658,249,252,271,314,420,462,435,393,459,325,297,4535
E07000117,E02005185,Barclay Hills & Trinity,2316,1870,874,727,593,627,653,641,522,405,359,230,266,7767
E07000117,E02005186,Hapton & Lowerhouse,1069,949,424,386,429,399,534,560,418,354,394,211,256,5314
E07000117,E02006881,Rose Hill & Burnley Wood,2205,1769,801,756,670,662,760,774,702,580,587,421,458,8940
E07000118,E02005189,Clayton Brook,1114,883,420,429,357,357,381,404,380,287,271,198,247,4614
E07000118,E02005190,Brindle & Withnell,904,802,304,341,333,443,585,565,531,405,462,312,348,5431
E07000118,E02005191,Clayton-le-Woods,1818,1335,614,663,622,627,748,764,641,596,632,407,422,8071
E07000118,E02005192,Whittle-le-Woods & Anglezarke,1740,1311,600,631,655,701,787,677,595,441,415,270,317,7400
E07000118,E02005193,Euxton,1511,1173,523,513,541,630,693,687,576,584,649,468,465,7502
E07000118,E02005194,Chorley North,1384,1333,580,533,496,508,641,621,529,478,454,371,461,7005
E07000118,E02005195,Croston & Mawdesley,1077,1193,562,584,559,629,680,657,550,468,511,324,388,7105
E07000118,E02005196,Chorley West,2405,1497,774,920,836,719,658,618,549,580,655,454,613,8873
E07000118,E02005197,Chorley East,1479,1257,586,543,507,508,543,541,441,337,339,244,273,6119
E07000118,E02005198,Chorley Town & South,1877,1563,749,714,671,692,711,731,553,396,510,370,442,8102
E07000118,E02005199,Eccleston & Charnock Richard,1233,1031,399,429,455,520,681,643,523,505,606,457,492,6741
E07000118,E02005200,Chorley South West,2021,1582,671,642,607,671,770,658,469,381,357,203,285,7296
E07000118,E02005201,Coppull,1518,1292,598,568,480,583,647,603,514,462,460,371,429,7007
E07000118,E02005202,Adlington & Rivington,1710,1361,652,618,616,719,816,807,694,609,684,511,598,8685
E07000119,E02005203,"Elswick, Singleton & Weeton",1553,1646,697,627,513,533,701,757,661,615,622,474,488,8334
E07000119,E02005204,Kirkham & Wesham,2293,1962,869,888,767,821,941,944,885,696,798,517,592,10680
E07000119,E02005205,Clifton & Newton-with-Scales,1025,1000,441,495,401,423,539,529,486,396,464,342,324,5840
E07000119,E02005206,St Annes North & Airport,1226,917,437,475,384,411,551,607,543,544,503,375,500,6247
E07000119,E02005207,Heyhouses & Park,1226,986,398,406,447,540,612,670,752,655,756,585,801,7608
E07000119,E02005208,St Annes Town,1265,1320,620,594,578,664,818,997,859,680,753,584,1060,9527
E07000119,E02005209,Warton & Freckleton,1344,1191,493,538,455,469,656,751,668,629,636,513,567,7566
E07000119,E02005210,Ansdell & Fairhaven,1334,1114,358,445,501,604,823,887,846,804,891,741,1239,9253
E07000119,E02005211,Lytham,1083,1011,410,415,484,556,686,834,769,600,691,617,823,7896
E07000120,E02005212,Great Harwood,2056,1809,765,701,664,772,763,794,720,603,644,461,607,9303
E07000120,E02005213,Clayton-le-Moors & Huncoat,2366,1896,836,782,704,808,977,874,704,666,655,393,479,9774
E07000120,E02005214,Rishton,1209,1234,447,411,384,409,544,556,409,365,386,291,298,5734
E07000120,E02005215,Accrington North East,2532,2192,941,820,817,770,945,867,803,606,621,440,567,10389
E07000120,E02005216,Church,1168,961,384,414,347,366,414,396,333,266,282,199,202,4564
E07000120,E02005217,Accrington West,4090,2975,1224,1212,931,843,764,554,502,387,339,257,337,10325
E07000120,E02005218,Oswaldtwistle,1411,1243,530,513,404,475,555,578,470,347,410,304,407,6236
E07000120,E02005219,Accrington South East,1505,1470,595,538,523,572,739,636,599,486,511,346,392,7407
E07000120,E02005220,Broadfield & Knuzden,898,818,371,301,325,373,492,543,424,426,451,333,377,5234
E07000121,E02005221,"Carnforth, Silverdale & Warton",1558,1295,514,516,519,611,796,848,810,780,810,563,748,8810
E07000121,E02005222,Kellet & Lune Valley,904,824,285,296,297,371,486,613,571,483,553,396,480,5655
E07000121,E02005223,Hest Bank & Bolton-le-Sands,1068,911,342,354,362,456,548,641,631,587,654,480,656,6622
E07000121,E02005224,Bare,611,565,174,221,244,273,339,426,388,398,467,449,779,4723
E07000121,E02005225,Halton & Caton,1030,758,291,372,378,392,454,484,426,399,437,297,415,5103
E07000121,E02005226,Morecambe Town,1613,1385,606,607,493,515,572,581,497,421,377,279,402,6735
E07000121,E02005228,Morecambe South West,1203,941,420,430,398,358,411,430,430,326,322,184,279,4929
E07000121,E02005229,Morecambe West End,1224,1160,467,466,443,425,467,495,369,275,233,159,176,5135
E07000121,E02005230,Morecambe Westgate,1356,1087,429,421,445,377,506,500,495,452,489,375,436,6012
E07000121,E02005231,Skerton & Vale,1733,1603,675,690,581,560,593,627,498,409,373,198,274,7081
E07000121,E02005233,Lancaster East,1643,1601,724,800,752,594,587,540,427,357,299,183,209,7073
E07000121,E02005234,Lancaster Central,953,3748,746,665,472,447,392,412,330,243,231,150,215,8051
E07000121,E02005235,Moorlands & Greaves,563,1892,474,397,327,277,288,244,193,137,127,88,133,4577
E07000121,E02005236,Heysham & Overton,2736,2045,915,877,837,872,1017,1081,935,824,873,687,749,11712
E07000121,E02005237,"Marsh, Haverbreaks & Scotforth West",1965,2227,870,786,676,647,814,747,646,491,494,321,461,9180
E07000121,E02005238,Scotforth East & Bowerham,1091,1063,434,495,389,363,362,395,339,326,286,180,339,4971
E07000121,E02005239,"University, Galgate & Dolphinholme",1209,11531,953,728,536,499,569,541,510,424,451,294,408,17444
E07000121,E02006871,Scale Hall & Torrisholme,2336,1994,861,713,660,756,957,938,834,745,710,561,748,10477
E07000122,E02005240,Barnoldswick North,1157,881,424,446,340,374,447,407,325,294,333,240,321,4832
E07000122,E02005241,Barnoldswick South,972,867,418,369,333,383,438,460,382,369,386,216,260,4881
E07000122,E02005242,Earby & Salterforth,1099,860,402,361,363,413,443,501,502,399,444,272,315,5275
E07000122,E02005243,Colne Horsfield,938,797,374,330,293,325,365,427,366,303,337,185,286,4388
E07000122,E02005244,Colne Vivary Bridge,1333,1035,477,430,358,366,429,404,366,284,316,171,281,4917
E07000122,E02005245,"East Colne, Foulridge & Trawden",1142,890,365,435,373,504,581,625,572,440,475,360,342,5962
E07000122,E02005246,Colne Waterside,1100,969,453,383,335,381,406,412,363,286,257,173,232,4650
E07000122,E02005247,"Barrowford, Higham & Pendleside",1604,1199,523,578,562,693,796,835,732,705,788,560,631,8602
E07000122,E02005248,Nelson Bradley,2170,1663,674,678,627,489,420,359,385,327,231,151,207,6211
E07000122,E02005249,Nelson East,2973,2263,992,965,867,698,642,574,516,434,358,233,286,8828
E07000122,E02005250,Nelson West,2820,2028,851,868,788,607,575,417,395,322,244,140,249,7484
E07000122,E02005251,Marsden,1794,1240,556,553,453,422,472,440,395,342,413,269,382,5937
E07000122,E02005252,Brierfield & Reedley,2638,2053,836,866,743,636,650,592,562,488,484,373,426,8709
E07000123,E02005253,Grimsargh & Goosnargh,1313,1073,431,429,433,472,578,583,432,392,459,306,390,5978
E07000123,E02005254,Broughton & Wychnor,2008,1327,598,614,645,610,702,658,592,489,504,361,441,7541
E07000123,E02005255,Fulwood,1913,1488,612,623,683,641,658,715,619,517,547,438,636,8177
E07000123,E02005256,Longsands,1253,1069,437,427,466,542,628,603,494,336,309,233,414,5958
E07000123,E02005257,Ingol,1213,887,450,449,397,360,350,420,372,304,320,204,306,4819
E07000123,E02005258,Cadley & College,1646,1465,506,529,544,584,602,610,564,447,473,372,601,7297
E07000123,E02005259,Brookfield & Holme Slack,2573,1938,837,842,756,701,708,691,573,480,445,292,479,8742
E07000123,E02005260,Haslam Park,1205,1082,459,452,358,404,566,597,496,370,399,319,469,5971
E07000123,E02005261,Ribbleton,2876,2059,947,910,736,762,781,669,552,443,354,208,304,8725
E07000123,E02005262,Lea & Marina,1362,1218,621,487,459,496,580,608,459,322,280,183,222,5935
E07000123,E02005263,Moor Park,1626,2225,720,684,570,536,500,385,302,229,152,111,171,6585
E07000123,E02005264,Plungington & University,2099,5108,1251,964,811,720,702,614,478,395,289,196,227,11755
E07000123,E02005265,Ashton-on-Ribble & Larches,2276,2007,981,862,781,712,771,797,669,530,456,340,472,9378
E07000123,E02005266,St Matthew's,2431,2350,1097,1012,801,707,535,461,387,280,205,116,157,8108
E07000123,E02005267,St George's,1258,3746,641,542,467,400,340,297,224,168,125,70,112,7132
E07000123,E02005268,Frenchwood & Fishwick,2586,2109,938,856,824,711,636,574,496,367,264,195,279,8249
E07000123,E02005269,Preston Town Centre,1673,4532,1371,1023,801,671,670,594,477,346,260,145,226,11116
E07000124,E02005270,"Waddington, Gisburn & Slaidburn",1197,1235,317,300,320,439,685,757,729,566,554,420,482,6804
E07000124,E02005271,Clitheroe North,1374,1273,514,509,493,508,625,642,540,430,495,357,554,6940
E07000124,E02005272,Clitheroe South,1694,1297,658,715,586,599,650,612,570,452,550,327,515,7531
E07000124,E02005273,"Longridge North, Ribchester & Chipping",870,833,296,312,301,364,488,551,503,424,378,312,385,5147
E07000124,E02005274,"Read, Sabden & Chatburn",1287,1076,428,425,476,564,624,753,581,467,563,386,444,6787
E07000124,E02005275,Longridge South,1024,904,401,314,306,399,448,427,415,380,380,268,345,4987
E07000124,E02005276,Whalley & Brockhall,1514,1367,485,504,580,685,840,843,626,540,550,413,534,7967
E07000124,E02005277,Wilpshire & Mellor,1297,1227,402,384,428,549,786,779,761,619,642,546,684,7807
E07000125,E02005278,"Crawshawbooth, Reedsholme & Water",1442,1194,510,490,556,652,695,654,552,527,480,259,297,6866
E07000125,E02005279,Haslingden,2228,1861,792,796,648,674,785,753,635,479,491,317,418,8649
E07000125,E02005280,Bacup,2506,1822,786,768,776,724,900,814,697,594,537,341,357,9116
E07000125,E02005281,Rawtenstall,1857,1541,779,636,583,612,610,633,545,448,424,298,379,7488
E07000125,E02005284,Helmshore,1058,832,318,359,395,452,493,506,354,391,444,308,388,5240
E07000125,E02005285,Townsend Fold & Edenfield,1065,836,375,389,429,463,511,526,446,379,465,306,359,5484
E07000125,E02005286,Whitworth,1409,1231,520,487,461,556,655,690,533,446,451,314,380,6724
E07000125,E02006884,Waterfoot & Stacksteads,2406,1995,862,809,759,823,1049,959,830,686,700,464,517,10453
E07000126,E02005287,Penwortham North,944,757,319,305,343,409,453,458,377,316,347,246,354,4684
E07000126,E02005288,Gregson Lane & Coupe Green,889,797,327,317,343,375,491,538,424,424,401,346,352,5135
E07000126,E02005289,Penwortham South,948,831,336,329,375,399,448,497,487,408,469,320,412,5311
E07000126,E02005290,Walton-le-Dale,1169,1084,436,417,433,572,629,604,486,377,388,251,312,5989
E07000126,E02005291,Lower Penwortham North,1049,893,420,374,375,419,465,455,382,312,345,228,289,4957
E07000126,E02005292,Lower Penwortham South,1175,874,429,392,377,378,384,418,367,321,353,211,307,4811
E07000126,E02005293,Bamber Bridge West,962,786,381,360,301,367,386,408,344,307,334,238,392,4604
E07000126,E02005294,Bamber Bridge East,1492,1221,618,504,457,519,580,478,367,306,323,236,295,5904
E07000126,E02005295,Lostock Hall,1298,1127,491,474,479,528,648,620,492,440,403,303,394,6399
E07000126,E02005296,New Longton & Hutton,1053,835,283,299,352,419,520,521,440,390,506,347,461,5373
E07000126,E02005297,Longton & Walmer Bridge,1279,1119,457,449,428,537,660,772,597,549,642,483,650,7343
E07000126,E02005298,Farington,1505,1238,593,557,474,564,579,603,480,460,471,297,361,6677
E07000126,E02005299,Leyland North,1486,1351,649,593,554,576,557,562,399,345,325,225,267,6403
E07000126,E02005300,Moss Side,911,771,333,283,306,358,373,442,379,362,329,192,187,4315
E07000126,E02005301,Leyland South West,1054,1032,422,388,374,359,486,535,396,371,356,285,392,5396
E07000126,E02005302,Leyland South East & Buckshaw Village,1552,1087,499,639,595,553,567,502,475,424,483,337,401,6562
E07000126,E02005303,Seven Stars,1364,1122,443,429,386,394,436,427,380,345,343,221,303,5229
E07000127,E02005304,Hesketh Bank & Tarleton,1487,1235,512,482,484,628,684,781,686,569,688,517,537,7803
E07000127,E02005305,Rufford & Banks,1139,1031,398,385,379,451,647,752,757,673,645,456,511,7085
E07000127,E02005306,"Scarisbrick, Halsall & Haskayne",1043,1019,348,356,364,412,647,731,662,598,608,401,521,6667
E07000127,E02005307,Burscough,1720,1444,614,575,594,677,793,717,628,530,606,427,533,8138
E07000127,E02005308,"Parbold, Appley Bridge & Wrightington",988,858,285,346,379,502,542,654,495,428,525,429,489,5932
E07000127,E02005309,Ormskirk North & West,1417,1401,534,517,450,521,651,687,612,511,551,416,604,7455
E07000127,E02005310,Ormskirk Town & East,907,2433,396,437,378,404,473,474,427,363,454,359,534,7132
E07000127,E02005311,Bickerstaffe & Newburgh,727,1310,277,287,259,348,433,525,467,422,423,324,409,5484
E07000127,E02005312,Skelmersdale Ashurst,1011,1044,385,422,358,396,475,559,516,418,400,218,266,5457
E07000127,E02005313,Skelmersdale Central,2133,1695,772,740,622,599,654,601,476,387,327,234,267,7374
E07000127,E02005314,Skelmersdale West,1143,1142,453,430,374,416,516,513,409,339,311,261,328,5492
E07000127,E02005315,Aughton,1315,1138,355,386,487,543,637,697,607,509,595,513,791,7258
E07000127,E02005316,Skelmersdale East,1552,1230,524,538,413,479,520,450,309,269,262,204,204,5402
E07000127,E02005317,Skelmersdale South East,1829,1472,650,525,516,464,572,485,384,298,290,195,153,6004
E07000127,E02005318,Upholland,1252,1107,455,415,433,547,667,686,484,466,465,339,517,6581
E07000128,E02005319,Fleetwood Town,1529,1458,700,619,547,554,679,658,572,498,442,315,425,7467
E07000128,E02005320,Fleetwood Warren,1111,863,365,335,316,365,393,445,394,336,328,264,441,4845
E07000128,E02005321,Fleetwood Rossall & Chatsworth,1128,1096,315,313,274,333,353,419,434,451,435,380,489,5292
E07000128,E02005322,"Preesall, Stalmine & Hambleton",1390,1207,452,444,461,550,745,828,905,880,1079,766,948,9265
E07000128,E02005323,Fleetwood South East,1586,1244,522,525,447,461,502,571,527,444,469,304,335,6351
E07000128,E02005324,"Bonds, Bilsborrow & Wyresdale",1074,1099,318,344,350,427,543,594,506,431,455,305,452,5824
E07000128,E02005325,Garstang & Catterall,1368,1141,442,503,454,535,652,732,762,761,879,703,943,8507
E07000128,E02005326,Cleveleys West,1083,1167,456,441,402,488,643,713,631,633,710,520,782,7586
E07000128,E02005327,"Pilling, Great Eccleston & Inskip",1046,846,334,351,347,365,521,642,562,473,512,374,398,5725
E07000128,E02005328,Cleveleys East,1006,969,393,405,342,432,548,608,640,597,664,511,655,6764
E07000128,E02005329,Thornton West,1788,1442,666,613,575,568,700,749,618,481,529,385,574,7900
E07000128,E02005330,Thornton East & Carleton West,1254,1086,364,442,444,562,701,714,712,650,757,561,656,7649
E07000128,E02005331,Poulton North & Carleton East,1285,1046,551,472,505,517,608,649,542,552,613,442,734,7231
E07000128,E02005332,Poulton South,1268,1195,471,457,436,494,689,765,703,610,651,508,712,7691
E07000129,E02005334,Leicester Forest East,1194,972,436,416,429,418,426,426,352,296,235,218,300,4924
E07000129,E02005335,Kirby Muxloe & Thurlaston,1298,1049,364,416,450,532,546,590,521,419,457,370,669,6383
E07000129,E02005336,Thorpe Astley,1631,1133,676,670,594,550,518,469,371,291,222,166,248,5908
E07000129,E02005337,Braunstone Town,1952,1606,771,815,737,648,714,658,648,504,488,386,567,8542
E07000129,E02005338,Enderby & Glen Parva,2218,1767,910,794,709,732,842,798,666,550,578,375,563,9284
E07000129,E02005339,Narborough,1588,1314,550,591,554,597,674,692,570,489,519,347,388,7285
E07000129,E02005340,Blaby Village,1532,1362,650,540,532,556,653,625,626,497,513,483,574,7611
E07000129,E02005341,Whetstone,1475,1302,545,522,471,534,627,577,464,327,379,234,318,6300
E07000129,E02005342,"Cosby, Croft & Elmesthorpe",1415,1029,461,462,428,460,548,597,529,442,493,369,398,6216
E07000129,E02005343,Countesthorpe & Kilby,1525,1194,478,497,511,553,617,553,508,495,551,392,449,6798
E07000129,E02005344,"Stoney Stanton, Sapcote & Sharnford",1769,1225,605,624,569,566,688,628,542,524,593,447,493,7504
E07000129,E02006820,Glenfield,1885,1591,643,728,680,665,766,787,730,629,774,489,747,9229
E07000130,E02005345,Loughborough Dishley & Hathern,1134,961,535,531,436,410,471,445,444,454,401,267,260,5615
E07000130,E02005346,Loughborough Lemyngton & Hastings,2342,3363,1478,1181,1057,894,854,690,633,511,386,234,391,11672
E07000130,E02005347,Loughborough Storer & Queen's Park,991,5438,850,598,472,408,422,401,366,319,275,186,318,10053
E07000130,E02005348,Loughborough Garendon,761,885,420,364,345,317,390,433,404,405,468,339,349,5119
E07000130,E02005349,Shepshed West,1418,1213,521,548,516,475,531,550,458,464,468,368,394,6506
E07000130,E02005350,Shepshed East,1092,995,465,459,404,434,512,527,440,458,423,282,385,5784
E07000130,E02005351,Loughborough - University,1164,8957,845,587,415,375,363,341,315,262,253,220,258,13191
E07000130,E02005352,"Wymeswold, Rearsby & Cossington",1134,979,288,374,344,475,546,570,494,420,395,281,349,5515
E07000130,E02005353,Loughborough - Shelthorpe & Woodthorpe,2182,2540,985,876,750,713,701,627,532,421,424,309,383,9261
E07000130,E02005354,Loughborough - Outwoods,1813,1782,595,697,674,693,764,669,652,577,530,440,721,8794
E07000130,E02005355,Barrow upon Soar,1339,1045,415,476,507,516,606,528,499,435,482,350,384,6243
E07000130,E02005356,Quorn & Mountsorrel Castle,1241,983,386,451,519,587,613,629,508,405,499,349,453,6382
E07000130,E02005357,Sileby,1731,1356,732,566,603,548,602,584,471,411,364,252,314,6803
E07000130,E02005358,Mountsorrel & Rothley,2455,1816,965,863,735,829,940,904,703,577,549,452,585,9918
E07000130,E02005359,East Goscote & Queniborough,1460,1132,495,508,445,472,569,534,474,443,500,349,420,6341
E07000130,E02005360,"Thurcaston, Woodhouse & Bradgate",1025,966,265,346,356,401,539,547,483,449,491,333,455,5631
E07000130,E02005361,Syston West,1039,1079,485,389,395,486,541,498,454,397,354,250,337,5665
E07000130,E02005362,Syston East,1483,1080,522,559,526,478,536,524,431,403,440,309,382,6190
E07000130,E02005363,Birstall Wanlip & Riverside,1709,1299,678,713,555,551,596,598,522,433,486,363,636,7430
E07000130,E02005364,Birstall Central,918,834,337,360,358,363,432,444,362,286,239,207,288,4510
E07000130,E02005365,Thurmaston,1774,1510,693,725,653,613,671,730,735,628,563,454,560,8535
E07000130,E02005366,Anstey,1444,1076,496,551,412,504,597,481,451,370,465,361,408,6172
E07000131,E02005368,"Tilton, Billesdon & Great Easton",1025,843,250,285,324,451,576,621,554,446,455,332,394,5531
E07000131,E02005369,Kibworth & Great Glen,2413,1705,680,778,781,882,874,930,760,698,745,565,731,10129
E07000131,E02005370,Broughton Astley,1827,1605,568,557,591,703,816,706,642,555,540,309,359,7951
E07000131,E02005371,"Fleckney, Kilworth & Foxton",1773,1495,551,564,571,774,917,951,744,674,695,492,550,8978
E07000131,E02005372,"Dunton Bassett, Claybrooke & Swinford",1596,1392,448,469,547,688,899,1007,811,636,656,481,545,8579
E07000131,E02005373,"Market Harborough West, Great Bowden & Lubenham",2156,1629,782,807,885,943,995,879,767,701,780,579,612,10359
E07000131,E02005374,Market Harborough Central,1042,1241,455,424,377,403,491,487,387,374,355,298,518,5810
E07000131,E02005375,Market Harborough South & Little Bowden,1771,1293,588,639,651,734,749,669,533,459,556,425,659,7955
E07000131,E02005376,Lutterworth,1948,1623,686,654,678,792,831,736,648,560,644,538,615,9005
E07000131,E02006816,"Houghton, Thurby & Scraptoft",1538,1254,513,520,526,465,579,607,583,516,471,379,586,6999
E07000132,E02005377,Markfield & Thornton,1681,1351,582,506,524,583,644,696,588,536,623,453,549,7635
E07000132,E02005378,Groby East,988,750,304,372,355,366,406,415,342,359,305,241,326,4541
E07000132,E02005379,Groby West & Ratby,1073,887,386,374,361,389,459,482,431,377,433,292,371,5242
E07000132,E02005380,"Market Bosworth, Barlestone & Sheepy Magna",1415,1141,439,461,476,609,754,725,674,680,688,482,553,7682
E07000132,E02005381,Desford & Newbold Verdon,1700,1196,545,542,521,591,703,626,619,620,636,514,551,7664
E07000132,E02005382,Earl Shilton,1866,1701,721,746,628,723,724,784,709,571,638,447,570,8962
E07000132,E02005383,Barwell,1616,1498,661,647,620,595,721,638,598,537,575,392,443,7925
E07000132,E02005384,"Stoke Golding, Higham & Fenny Drayton",1212,1029,422,404,403,516,685,658,544,442,430,370,447,6350
E07000132,E02005385,Hinckley East,1058,866,377,407,416,419,515,524,437,435,487,320,418,5621
E07000132,E02005386,Hinckley Central,1578,1674,799,722,698,642,704,647,525,400,421,321,445,7998
E07000132,E02005387,Hinckley West,1961,1548,842,796,694,671,739,712,589,505,515,370,308,8289
E07000132,E02005388,Hinckley Clarendon Park,1183,1002,512,507,424,451,472,420,368,274,344,214,288,5276
E07000132,E02005389,Burbage St Catherines,981,852,322,350,356,409,470,422,356,380,395,332,542,5186
E07000132,E02005390,Burbage Sketchley & Stretton,1811,1329,636,662,661,719,766,767,717,653,726,488,583,8707
E07000133,E02005391,"Bottesford, Harby & Croxton Kerrial",1607,1266,394,460,550,678,923,966,761,712,723,505,596,8534
E07000133,E02005392,Melton Mowbray North,1596,1397,572,546,567,592,767,716,553,531,589,447,584,7861
E07000133,E02005393,"Asfordby, Frisby & Old Dalby",1269,989,440,412,423,457,641,681,539,500,514,329,419,6344
E07000133,E02005394,Melton Mowbray West,2007,1530,705,681,638,624,579,654,570,531,546,382,458,7898
E07000133,E02005395,Melton Mowbray South,1452,1284,624,547,573,532,677,743,669,562,548,420,522,7701
E07000133,E02005396,"Waltham, Wymondham & Great Dalby",987,866,312,275,343,433,640,700,604,493,549,380,459,6054
E07000134,E02005397,Castle Donington,1600,1387,612,594,598,720,787,750,653,542,564,417,442,8066
E07000134,E02005398,Kegworth & Belton,932,1315,392,379,405,405,499,492,419,395,411,292,354,5758
E07000134,E02005399,Ashby de la Zouch North,1593,1196,528,633,549,608,596,539,450,416,484,301,322,6622
E07000134,E02005400,Thringstone & Swannington,994,742,342,346,334,358,427,433,413,424,465,334,347,4965
E07000134,E02005401,"Packington, Ravenstone & Coleorton",1102,852,329,369,371,469,558,543,507,432,420,305,301,5456
E07000134,E02005402,Ashby de la Zouch South,1235,931,370,435,421,463,497,509,417,402,492,344,452,5733
E07000134,E02005403,Whitwick,993,962,442,405,388,459,496,553,447,402,418,369,421,5762
E07000134,E02005404,Donisthope & Blackfordby,1607,1341,545,523,485,585,786,691,588,457,488,312,379,7180
E07000134,E02005405,Agar Nook,1379,1194,466,457,407,466,501,507,451,416,493,320,397,6075
E07000134,E02005406,Coalville,1621,1513,644,655,537,601,604,554,419,352,279,225,312,6695
E07000134,E02005407,Hugglescote & Bardon Hill,2018,1817,827,743,739,793,851,754,561,438,471,332,359,8685
E07000134,E02005408,Measham & Appleby Magna,1418,1213,506,486,510,547,685,625,519,495,443,360,337,6726
E07000134,E02005409,Ibstock & Ellistown,2340,1847,851,737,730,843,968,848,698,598,658,473,519,9770
E07000135,E02005412,Oadby South & West,1839,1291,579,636,620,575,590,569,573,503,488,391,777,7592
E07000135,E02005414,Wigston Town,1666,1430,593,562,553,529,597,560,487,425,413,291,587,7027
E07000135,E02005415,South Wigston,1644,1400,655,596,518,544,601,536,468,386,357,317,490,6868
E07000135,E02005416,Wigston Harcourt & Little Hill,1371,1264,554,521,471,553,609,718,629,603,713,520,589,7744
E07000135,E02006818,Wigston North,1563,1233,547,549,580,550,620,620,558,427,426,380,653,7143
E07000135,E02006911,Oadby North & East,2924,4141,957,978,1065,988,1078,1133,983,720,718,509,811,14081
E07000136,E02005417,Leake & Butterwick,1131,1623,639,558,563,664,699,753,643,621,577,440,521,8301
E07000136,E02005418,Fenside & Lister Way,2819,2463,1276,1170,1079,912,861,757,691,467,434,256,402,10768
E07000136,E02005419,Boston Central & North,2174,2487,1281,1084,927,895,826,756,547,364,296,219,328,10010
E07000136,E02005420,Skirbeck,1925,1644,729,801,671,638,601,589,514,425,463,344,480,7899
E07000136,E02005422,"Swineshead, Bicker & Holland Fen",1175,972,375,380,366,446,519,521,541,456,508,363,412,5859
E07000136,E02005423,"Kirton, Frampton & Algarkirk",2105,1664,756,784,603,646,766,768,715,666,644,469,637,9118
E07000136,E02006864,Fishtoft & Wyberton East,1556,1251,570,549,487,584,653,693,560,562,577,416,603,7505
E07000136,E02006865,Wyberton West & Fen,1556,1352,671,611,560,537,555,590,519,505,532,433,571,7436
E07000137,E02005424,"Holton-le-Clay, Binbrook & Tetney",1505,1298,563,489,471,626,809,923,889,770,919,667,708,9132
E07000137,E02005425,"Marshchapel, Somercotes & Grimoldby",978,778,301,325,278,375,534,588,589,524,590,437,435,5754
E07000137,E02005426,Louth North & East,2069,1561,732,600,557,669,717,759,596,628,646,523,708,8696
E07000137,E02005427,Louth Central & South,1057,1092,410,362,389,480,532,511,503,492,503,393,497,6164
E07000137,E02005428,Mablethorpe,1216,1054,383,359,366,418,614,821,821,839,861,655,668,7859
E07000137,E02005429,Sutton-on-Sea,509,460,172,162,154,231,359,531,701,800,912,688,738,5908
E07000137,E02005430,"Wragby, Roughton & Ludford",909,844,300,303,305,350,569,656,608,615,636,481,576,6243
