LTLA Code,MSOA Code,MSOA Name,Under 16,16-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80+,16+
E06000010,E02002656,Haworth Park,608,594,262,262,259,308,362,435,405,380,434,296,499,4496
E06000010,E02002657,Bransholme West,1269,1072,557,523,448,480,494,537,512,541,535,327,365,6391
E06000010,E02002658,Sutton North,944,958,419,377,370,395,491,521,485,491,427,252,426,5612
E06000010,E02002659,Greenwood,2806,2236,928,860,727,697,730,753,616,495,386,246,381,9055
E06000010,E02002660,Bilton Grange,1474,1261,545,501,405,412,480,525,442,424,403,228,353,5979
E06000010,E02002661,Longhill,1918,1505,659,580,481,548,557,531,532,478,404,270,430,6975
E06000010,E02002662,Ings,1372,1227,523,483,355,431,528,583,540,443,441,282,470,6306
E06000010,E02002663,University & Newland North,836,3497,502,466,363,320,307,327,283,246,220,143,142,6816
E06000010,E02002664,Sutton South,1256,1143,405,485,449,514,612,567,556,422,489,287,335,6264
E06000010,E02002665,Bricknell East,1584,1310,565,570,551,556,569,579,569,448,437,302,392,6848
E06000010,E02002666,Newland South,1254,3004,1008,879,696,609,548,423,366,266,194,139,186,8318
E06000010,E02002667,Stoneferry & Sutton Fields,1336,1209,649,570,461,482,553,549,462,388,349,210,266,6148
E06000010,E02002668,Southcoates East,2211,1552,742,656,471,516,513,599,483,417,396,252,353,6950
E06000010,E02002669,Newland Avenues,1255,2204,830,778,712,633,636,529,390,344,246,152,159,7613
E06000010,E02002670,Bricknell West,1513,1287,576,531,452,503,607,617,520,398,416,273,436,6616
E06000010,E02002671,Southcoates Central & Docks,1704,1880,866,852,650,654,681,679,597,382,326,215,321,8103
E06000010,E02002672,Greatfield,2169,1572,707,559,404,399,453,461,396,291,254,142,273,5911
E06000010,E02002673,Southcoates West,1441,1390,649,531,470,540,540,551,456,370,367,218,299,6381
E06000010,E02002674,Derringham,1151,1145,537,462,384,428,497,519,397,338,338,222,302,5569
E06000010,E02002675,Sculcoates,1907,2112,924,873,868,779,692,598,490,367,293,160,205,8361
E06000010,E02002676,Chanterlands Avenue,1277,1463,779,676,586,580,538,542,412,309,288,186,254,6613
E06000010,E02002677,Drypool & Victoria Dock,1406,1475,776,690,596,666,670,631,518,377,362,214,241,7216
E06000010,E02002678,Newington,1766,1756,836,717,592,618,614,641,499,323,294,181,233,7304
E06000010,E02002679,East Ella,1395,1160,550,517,452,473,537,590,567,492,449,294,421,6502
E06000010,E02002680,Hull City Centre,1413,2449,1077,1041,811,757,630,508,518,361,315,185,281,8933
E06000010,E02002681,Boulevard & St Andrew's Quay,2185,2137,1034,949,743,729,714,614,529,374,248,186,240,8497
E06000010,E02002682,Gipsyville,2446,1877,1008,918,756,678,713,695,593,478,403,254,281,8654
E06000010,E02006813,Anlaby Park & Pickering,1621,1349,606,520,489,511,583,646,564,456,490,325,528,7067
E06000011,E02002684,Bridlington North & Bempton,1310,1114,408,411,405,473,631,729,860,988,1162,918,1019,9118
E06000011,E02002685,Bridlington East & Flamborough,1060,946,367,308,288,402,541,642,637,712,854,644,744,7085
E06000011,E02002686,Bridlington West,1796,1236,486,460,387,465,503,534,467,477,561,380,532,6488
E06000011,E02002687,Bridlington Central,934,875,339,359,271,325,475,500,471,429,436,354,425,5259
E06000011,E02002688,Bridlington Hilderthorpe,941,954,345,339,325,388,481,478,417,381,359,268,312,5047
E06000011,E02002689,"Burton Agnes, Rudston & Langtoft",792,684,253,230,263,346,472,526,502,511,499,369,440,5095
E06000011,E02002691,Driffield West & Huggate,1308,1023,397,428,419,520,618,684,623,608,687,505,602,7114
E06000011,E02002692,Stamford Bridge & Sutton Upon Derwent,1555,1200,540,568,644,673,791,790,684,603,684,479,548,8204
E06000011,E02002693,"Skipsea, Beeford & Brandesburton",1052,884,323,338,337,440,645,656,651,630,652,466,461,6483
E06000011,E02002694,Pocklington,2024,2033,751,696,732,835,1027,1022,867,837,935,665,780,11180
E06000011,E02002695,Hornsea,1143,1080,335,356,381,485,559,693,641,723,862,595,770,7480
E06000011,E02002696,"Cherry Burton, Leconfield & Middleton",879,1353,366,339,383,378,511,545,490,405,455,310,336,5871
E06000011,E02002697,Leven & Tickton,1169,942,348,363,405,538,625,672,591,587,681,468,550,6770
E06000011,E02002698,Market Weighton,1564,1144,542,513,531,565,596,625,567,488,615,403,493,7082
E06000011,E02002699,Molescroft,1626,1270,502,524,610,723,739,809,742,633,739,566,772,8629
E06000011,E02002700,Beverley North,1235,979,412,413,362,429,447,452,378,325,304,226,318,5045
E06000011,E02002701,"Holme, Melbourne & Bubwith",1414,1119,455,456,487,579,755,844,749,692,673,415,439,7663
E06000011,E02002702,Beverley South,1233,1415,584,529,517,619,792,854,817,717,707,500,817,8868
E06000011,E02002703,"Walkington, Bishop Burton & Woodmansey",1333,1436,403,456,468,666,833,863,683,663,617,419,576,8083
E06000011,E02002704,Aldbrough & Sproatley,1002,895,361,358,358,417,536,643,684,672,739,412,465,6540
E06000011,E02002705,Cottingham West,1094,1427,434,416,410,421,480,557,511,504,584,387,614,6745
E06000011,E02002706,Cottingham East,1187,1043,468,461,438,485,558,586,571,437,498,343,586,6474
E06000011,E02002707,"South Cave, Newbald & Little Weighton",1016,1223,530,505,491,591,603,697,616,457,513,386,486,7098
E06000011,E02002708,Cottingham South & North Ella,783,693,274,276,314,359,383,447,455,423,510,359,705,5198
E06000011,E02002709,Gilberdyke & North Cave,1181,1081,444,455,411,506,603,687,581,517,541,358,475,6659
E06000011,E02002710,Willerby,1165,1025,382,410,437,482,580,620,534,410,460,370,574,6284
E06000011,E02002711,Kirk Ella,1215,941,333,432,435,524,594,674,545,572,667,450,761,6928
E06000011,E02002712,Hedon & Preston,1000,972,376,372,384,500,546,590,539,546,666,437,600,6528
E06000011,E02002714,Withernsea West & Keyingham,1219,997,426,424,386,492,555,681,710,631,674,436,479,6891
E06000011,E02002715,Brough,2683,2049,785,885,969,1155,1171,983,794,588,672,499,678,11228
E06000011,E02002716,Burstwick & Thorngumbald,1390,1281,427,434,510,595,632,657,619,553,643,427,575,7353
E06000011,E02002717,Hessle East & Anlaby South,1408,1252,623,529,473,517,566,556,527,438,402,280,458,6621
E06000011,E02002718,North Ferriby & Swanland,1376,1001,331,399,479,606,693,627,549,511,640,478,650,6964
E06000011,E02002719,Hessle West,1130,895,429,425,395,435,508,558,451,395,369,265,572,5697
E06000011,E02002720,Howden South & Goole North,1191,1076,454,445,463,524,624,604,612,461,501,340,519,6623
E06000011,E02002721,"Howden North, Eastrington & Swinefleet",1016,1005,407,361,362,460,585,575,503,468,431,299,415,5871
E06000011,E02002722,Withernsea East & Patrington,1466,1202,468,488,407,496,673,710,731,774,827,492,548,7816
E06000011,E02002723,Goole West,1570,1380,733,657,548,604,635,601,534,431,471,365,486,7445
E06000011,E02002724,Goole East,2138,1858,845,811,634,607,604,620,524,439,416,247,317,7922
E06000011,E02002725,Snaith,1111,1010,379,386,382,473,623,570,473,484,453,305,401,5939
E06000011,E02006814,Anlaby Common,1347,1267,553,497,457,500,561,577,553,475,546,355,458,6799
E06000011,E02006891,Driffield East & Nafferton,1234,1115,429,420,374,496,625,710,635,572,587,434,539,6936
E06000011,E02006892,Driffield Central,988,883,374,377,341,367,436,482,408,362,458,351,533,5372
E06000012,E02002726,Immingham & Habrough,2052,1682,719,710,654,684,800,785,701,640,621,447,571,9014
E06000012,E02002727,Grimsby East Marsh & Port,1164,1031,511,416,346,358,401,409,306,244,217,134,198,4571
E06000012,E02002728,Grimsby West Marsh,1725,1563,738,613,550,529,540,551,423,327,285,155,219,6493
E06000012,E02002729,Great Coates & The Willows,1024,884,361,358,325,339,453,497,430,383,380,246,251,4907
E06000012,E02002730,Sidney Park,1894,1461,652,591,455,496,488,501,415,284,242,149,157,5891
E06000012,E02002731,New Clee,1567,1281,563,453,376,328,382,347,294,188,157,97,114,4580
E06000012,E02002732,"Laceby, Healing & Stallingborough",1422,1160,450,478,463,555,668,677,573,513,470,369,485,6861
E06000012,E02002733,Littlefield North,976,968,454,382,341,350,463,460,407,312,308,198,345,4988
E06000012,E02002734,Yarborough,1098,816,479,405,306,347,359,378,357,276,293,224,352,4592
E06000012,E02002735,Cleethorpes North,941,904,392,340,313,343,402,403,340,275,237,156,284,4389
E06000012,E02002736,Holme Hill,1442,1308,573,437,401,402,444,351,298,203,162,89,109,4777
E06000012,E02002737,Weelsby & Old Clee,1308,1146,609,460,384,422,574,648,513,448,372,236,417,6229
E06000012,E02002738,Laceby Acres & Wybers Wood,1363,1072,513,481,397,404,507,529,505,434,460,277,300,5879
E06000012,E02002739,Cleethorpes Beacon Hill,1079,856,437,412,323,351,421,456,402,385,346,224,366,4979
E06000012,E02002740,Littlefield South & Grange,1159,916,442,398,323,353,397,403,343,280,281,174,279,4589
E06000012,E02002741,Wellow,1766,1470,676,602,590,604,675,677,586,485,445,295,496,7601
E06000012,E02002742,Cleethorpes Haverstoe,791,710,300,267,314,390,376,418,384,378,435,295,407,4674
E06000012,E02002743,Cleethorpes West,772,632,309,282,256,301,336,427,405,405,527,357,595,4832
E06000012,E02002744,Nunsthorpe,1986,1477,563,526,414,445,457,463,372,344,291,152,209,5713
E06000012,E02002745,Humberston,864,836,291,333,307,451,605,664,616,490,655,574,692,6514
E06000012,E02002746,Scartho,1823,1390,664,672,514,634,643,741,649,520,550,451,681,8109
E06000012,E02002747,New Waltham,1522,1313,496,525,498,646,740,761,597,533,622,515,700,7946
E06000012,E02002748,Waltham & East Ravendale,1106,1011,367,430,403,435,613,754,619,627,623,467,735,7084
E06000013,E02002749,Barton upon Humber,2044,1818,741,749,697,745,931,883,825,798,736,515,615,10053
E06000013,E02002750,"Goxhill, Barrow & New Holland",1040,784,332,297,378,468,578,592,493,428,474,293,338,5455
E06000013,E02002751,Winterton & Winteringham,1099,1003,378,356,366,392,488,524,449,412,481,320,345,5514
E06000013,E02002752,"Barnetby, Ulceby & Killingholme",1269,912,383,417,358,485,597,628,606,487,455,304,323,5955
E06000013,E02002753,"Burton upon Stather, Alkborough & Gunness",1232,1105,485,496,393,527,673,690,710,588,642,521,703,7533
E06000013,E02002754,Crowle & Keadby,1416,1193,439,528,453,525,669,713,677,522,543,364,432,7058
E06000013,E02002755,Scunthorpe North,1650,1543,847,773,606,549,551,563,411,311,300,206,352,7012
E06000013,E02002756,Scunthorpe Central & Crosby,2367,2543,1182,1143,898,759,704,517,424,327,257,150,246,9150
E06000013,E02002757,Scunthorpe Berkeley,1335,1108,588,481,406,413,478,425,400,284,298,258,361,5500
E06000013,E02002758,Scunthorpe Frodingham,1396,1208,531,475,425,399,458,444,377,333,246,177,207,5280
E06000013,E02002759,Brigg & South Ferriby,1500,1316,510,519,506,637,751,887,762,673,776,492,692,8521
E06000013,E02002760,Scunthorpe Central Park,1031,989,352,365,349,341,432,485,400,402,381,226,338,5060
E06000013,E02002761,Broughton & Appleby,968,937,388,347,313,377,575,570,516,397,431,334,396,5581
E06000013,E02002762,Scunthorpe Lincoln Gardens,1262,1144,453,460,422,385,472,512,385,386,296,211,419,5545
E06000013,E02002763,Scunthorpe Lakeside,2118,1585,804,675,560,543,573,530,464,364,304,241,309,6952
E06000013,E02002764,Scunthorpe Westcliff,1560,1185,477,477,355,378,404,376,308,244,247,187,216,4854
E06000013,E02002765,Scunthorpe Ashby,1242,1012,488,443,342,324,456,480,407,339,316,226,357,5190
E06000013,E02002766,Scunthorpe Bottesford,1819,1373,631,653,562,599,618,562,515,494,565,421,584,7577
E06000013,E02002767,Scunthorpe Yaddlethorpe,939,903,397,334,364,404,517,510,511,484,501,361,490,5776
E06000013,E02002768,Epworth & Bracon,1254,1075,363,391,459,505,580,685,601,526,554,379,450,6568
E06000013,E02002769,Messingham & Scawby,791,675,264,265,248,343,476,537,479,415,454,406,457,5019
E06000013,E02002770,Kirton in Lindsey & Hibaldstow,1135,961,417,410,381,447,567,600,516,523,502,371,449,6144
E06000013,E02002771,"Westwoodside, Haxey & Owston Ferry",1053,978,325,321,339,464,596,724,591,519,602,388,469,6316
E06000014,E02002772,Strensall,1377,1000,367,388,452,539,574,568,438,398,405,279,358,5766
E06000014,E02002773,Haxby,880,646,289,336,369,356,380,392,417,445,570,406,505,5111
E06000014,E02002774,Wigginton,998,683,306,412,424,403,463,424,497,467,498,364,569,5510
E06000014,E02002775,New Earswick,960,844,350,323,326,356,448,403,376,372,439,348,584,5169
E06000014,E02002776,Huntington,1065,1068,504,443,432,433,489,533,432,377,441,340,471,5963
E06000014,E02002777,Clifton Without & Skelton,1659,1517,784,696,669,650,709,678,560,429,379,262,351,7684
E06000014,E02002778,Rawcliffe & Clifton South,1112,1432,527,585,509,588,757,657,552,442,482,351,554,7436
E06000014,E02002779,Heworth North & Stockton,1476,1633,593,620,606,609,732,770,709,584,653,485,665,8659
E06000014,E02002780,Clifton North,1429,2194,811,751,589,525,559,480,378,301,270,164,238,7260
E06000014,E02002781,Heworth South & The Groves,1403,3218,972,894,660,545,585,506,394,320,284,181,295,8854
E06000014,E02002782,"Poppleton, Rufforth & Askham",1089,900,259,339,433,468,492,514,412,384,431,326,604,5562
E06000014,E02002783,Acomb,1937,1567,806,798,787,734,750,780,667,547,546,386,561,8929
E06000014,E02002784,York City Centre,1032,4995,1343,1127,834,719,722,711,589,478,435,304,365,12622
E06000014,E02002785,Osbaldwick,1279,1722,619,548,483,469,542,526,449,342,400,309,533,6942
E06000014,E02002786,Tang Hall,1506,3529,955,783,642,513,506,454,363,276,287,171,226,8705
E06000014,E02002787,Holgate West,1534,1577,818,758,739,648,694,614,516,433,429,288,494,8008
E06000014,E02002788,Holgate East,1318,1714,842,787,687,649,670,657,476,372,387,230,235,7706
E06000014,E02002789,"Westfield, Chapelfields & Foxwood",2111,1765,892,860,680,593,629,587,496,392,387,234,332,7847
E06000014,E02002790,Fulford Road & Clementhorpe,1522,4593,1295,1110,918,757,738,665,507,403,417,301,420,12124
E06000014,E02002791,"Dunnington, Elvington & Wheldrake",1144,911,290,287,357,479,593,514,452,409,496,382,581,5751
E06000014,E02002792,South Bank & Dringhouses,1330,1333,608,632,654,570,612,582,496,386,362,299,470,7004
E06000014,E02002793,Woodthorpe & Acomb Park,1484,1487,663,673,565,589,662,690,664,571,658,408,556,8186
E06000014,E02002794,"Fulford, Heslington & University",999,8110,647,448,417,433,407,390,316,293,338,265,408,12472
E06000014,E02002795,Bishopthorpe & Copmanthorpe,1465,971,326,437,574,616,638,664,622,632,724,503,608,7315
E06000015,E02002796,Allestree North,1126,812,286,378,396,471,458,508,401,403,446,365,459,5383
E06000015,E02002797,Allestree South,1121,994,339,456,450,458,535,538,506,437,541,475,879,6608
E06000015,E02002798,Oakwood,1687,1851,742,688,631,711,835,915,785,570,532,318,375,8953
E06000015,E02002799,Breadsall Hilltop,1475,1233,582,492,454,439,463,399,329,219,224,165,242,5241
E06000015,E02002800,Darley Abbey,1230,1116,377,524,524,521,520,517,422,368,393,311,540,6133
E06000015,E02002801,Chaddesden North,1441,1285,597,537,435,473,585,570,462,341,404,319,471,6479
E06000015,E02002802,Chaddesden West,2051,1686,752,688,593,492,597,559,454,310,266,203,251,6851
E06000015,E02002803,Little Chester,832,4055,867,697,571,506,432,433,322,310,232,162,197,8784
E06000015,E02002804,Mackworth,2107,1569,747,746,586,506,598,603,499,380,385,244,422,7285
E06000015,E02002805,Spondon North,870,710,308,326,320,368,411,442,394,352,452,396,500,4979
E06000015,E02002806,New Zealand,904,2362,702,539,458,416,358,317,267,170,166,92,128,5975
E06000015,E02002807,Chaddesden Park,1837,1583,628,616,583,619,727,651,475,451,516,354,450,7653
E06000015,E02002808,Cathedral Quarter & California,1989,4725,1744,1495,1074,894,749,653,488,303,247,163,244,12779
E06000015,E02002809,Spondon South,1396,1205,537,492,433,517,490,530,399,330,369,334,469,6105
E06000015,E02002810,Mickleover North,1724,1275,616,621,586,613,591,619,587,559,563,404,615,7649
E06000015,E02002811,New Normanton,3328,3072,1329,1252,1126,974,852,662,536,393,227,137,240,10800
E06000015,E02002812,Littleover East,1501,1506,598,576,538,552,610,508,451,423,370,282,480,6894
E06000015,E02002813,Rose Hill & Castleward,3660,3060,1418,1402,1156,1040,793,637,493,369,243,165,337,11113
E06000015,E02002814,Mickleover South,1140,948,398,441,443,473,530,564,553,581,566,389,656,6542
E06000015,E02002815,Normanton North & Peartree,2824,2268,930,957,871,739,629,471,341,253,177,126,236,7998
E06000015,E02002816,Littleover West & Heatherton,2179,1742,553,658,785,834,866,662,530,479,428,273,312,8122
E06000015,E02002817,Normanton West,1152,994,398,446,449,437,446,435,366,400,366,259,425,5421
E06000015,E02002818,Normanton South,2366,1809,736,808,743,594,545,476,363,308,250,184,339,7155
E06000015,E02002819,Wilmorton & Alvaston Village,1319,1363,670,608,513,477,548,588,472,365,361,245,351,6561
E06000015,E02002820,Alvaston & Crewton,2213,1829,957,871,706,681,699,686,520,404,359,240,284,8236
E06000015,E02002821,Allenton & Osmaston,3514,2566,1136,1122,1011,828,832,749,538,363,309,208,326,9988
E06000015,E02002822,Sunny Hill,1397,1225,481,484,482,484,506,483,400,325,317,235,441,5863
E06000015,E02002823,Boulton,1504,1286,535,493,399,471,540,585,460,385,436,381,452,6423
E06000015,E02002824,Sinfin,2617,2027,851,906,855,753,646,638,524,537,445,291,311,8784
E06000015,E02002825,Chellaston West & Shelton Lock,1759,1282,504,615,655,661,667,566,479,427,494,347,531,7228
E06000015,E02002826,Chellaston East,1527,1297,468,503,529,542,611,545,450,295,311,199,284,6034
E06000016,E02002827,Beaumont Park,1650,1242,576,622,509,461,512,461,394,325,233,158,145,5638
E06000016,E02002828,Rushey Mead North,1528,1374,592,766,628,600,556,548,579,564,440,287,378,7312
E06000016,E02002829,Stocking Farm & Mowmacre,3179,2373,1018,1029,933,829,826,657,619,416,372,199,365,9636
E06000016,E02002830,Bradgate Heights & Beaumont Leys,2996,2249,973,1073,911,805,709,599,533,454,369,186,198,9059
E06000016,E02002831,Rushey Mead South,1519,1410,551,617,629,553,517,492,499,400,341,208,345,6562
E06000016,E02002832,Belgrave North West,2064,2206,873,984,937,814,750,648,746,554,471,275,436,9694
E06000016,E02002833,Belgrave North East,1879,2108,828,842,765,693,697,637,589,514,332,187,260,8452
E06000016,E02002834,Abbey Park,2303,2706,1212,1147,963,780,721,681,606,495,463,325,431,10530
E06000016,E02002835,Hamilton & Humberstone,3970,2949,1298,1394,1355,1060,935,850,722,597,394,263,352,12169
E06000016,E02002836,Belgrave South,2034,2398,941,988,913,879,889,767,745,615,463,268,406,10272
E06000016,E02002837,Northfields & Merrydale,2617,2388,865,923,846,814,662,563,437,340,198,141,166,8343
E06000016,E02002838,New Parks & Stokeswood,2559,1792,686,686,665,559,606,515,394,299,301,205,231,6939
E06000016,E02002839,Colchester Road,2051,1539,646,699,657,549,584,533,496,403,345,255,357,7063
E06000016,E02002842,Newfoundpool,2118,2195,1104,1060,806,622,541,466,335,203,158,81,96,7667
E06000016,E02002843,Spinney Hill Road,3844,3768,1391,1431,1377,1305,1013,914,767,671,410,234,313,13594
E06000016,E02002844,St Matthews & Highfields North,3386,2669,1008,1145,1111,1032,835,658,589,470,345,213,299,10374
E06000016,E02002845,North Evington & Rowlatts Hill,2914,2444,980,1024,940,874,761,694,622,485,380,238,366,9808
E06000016,E02002846,Dane Hills & Western Park,1392,1213,552,607,574,548,595,578,518,380,366,251,350,6532
E06000016,E02002847,Crown Hills,2739,2806,985,981,941,896,778,642,612,494,291,207,308,9941
E06000016,E02002848,Highfields South,3117,3481,1207,1186,1079,912,748,598,524,430,332,183,251,10931
E06000016,E02002849,West End & Westcotes,1944,5561,1920,1574,1134,875,751,577,467,340,239,170,288,13896
E06000016,E02002851,Evington,1773,1599,628,674,582,541,560,574,592,550,436,330,563,7629
E06000016,E02002852,Braunstone Park West,2242,1642,574,660,544,523,497,465,398,225,220,118,145,6011
E06000016,E02002853,Stoneygate North,3459,3849,1341,1216,1187,980,946,787,674,634,391,262,411,12678
E06000016,E02002854,Braunstone Park East,2180,1762,799,803,710,600,603,595,436,318,236,184,294,7340
E06000016,E02002855,Rowley Fields & Faircharm,1533,2173,1078,877,681,577,464,430,342,254,209,140,186,7411
E06000016,E02002856,Clarendon Park & Stoneygate South,1512,4001,1237,1074,877,705,712,718,518,455,388,285,480,11450
E06000016,E02002857,Aylestone North & Saffron Fields,1565,1518,857,741,556,532,450,409,320,237,177,122,143,6062
E06000016,E02002858,Knighton,1335,1148,403,479,506,566,629,555,482,436,394,277,468,6343
E06000016,E02002860,Aylestone South,1638,1379,607,618,605,571,565,609,524,420,448,296,469,7111
E06000016,E02002861,Saffron Lane,2263,1862,652,717,607,545,553,523,412,292,224,143,210,6740
E06000016,E02002862,Eyres Monsell,2217,1616,686,729,606,555,587,535,500,342,341,201,348,7046
E06000016,E02006815,Thurnby Lodge,3143,2019,951,953,806,656,716,693,593,507,414,276,526,9110
E06000016,E02006817,West Knighton,1717,3296,804,743,670,581,574,488,454,340,264,201,329,8744
E06000016,E02006819,Kirby Frith,2564,1723,739,755,627,591,615,512,380,308,273,157,221,6901
E06000016,E02006850,Leicester City South,908,9402,1609,1114,806,528,416,307,215,134,103,67,85,14786
E06000016,E02006851,Leicester City Centre,660,6863,1310,887,488,278,270,194,138,105,62,20,28,10643
E06000017,E02002863,"Market Overton, Cottesmore & Empingham",1384,1815,714,654,573,442,541,527,484,428,517,367,387,7449
E06000017,E02002864,"Oakham West, Langham & Whissendine",1536,1132,503,542,518,579,597,569,485,491,507,441,583,6947
E06000017,E02002865,Oakham East,1232,1294,425,372,425,442,556,563,541,532,597,472,706,6925
E06000017,E02002866,"Ketton, Ryhall & Luffenham",1161,893,297,364,453,546,623,616,552,502,628,384,573,6431
E06000017,E02002867,"Uppingham, Lyddington & Braunston",1473,1677,399,379,389,494,686,671,675,563,603,473,640,7649
E06000018,E02002868,Rise Park & Top Valley West,1131,955,426,419,343,398,418,442,372,336,416,331,376,5232
E06000018,E02002869,Bulwell North,1962,1530,667,602,510,498,531,562,407,328,329,203,299,6466
E06000018,E02002871,Highbury Vale,1576,1363,607,516,498,520,620,615,510,404,378,289,426,6746
E06000018,E02002872,Bulwell West,2193,1693,771,700,544,657,691,608,483,414,412,288,245,7506
E06000018,E02002873,Bestwood,2675,1898,993,983,779,689,653,562,475,307,246,155,293,8033
E06000018,E02002874,North Sherwood,1733,2001,938,829,722,631,642,599,443,327,305,224,326,7987
E06000018,E02002875,Basford Park Lane,2128,1674,850,760,594,605,604,632,427,337,257,205,273,7218
E06000018,E02002876,Old Basford,1531,1738,715,614,573,572,641,628,473,357,318,252,300,7181
E06000018,E02002877,Sherwood Vale,1266,1298,780,722,672,576,551,530,479,407,374,250,340,6979
E06000018,E02002878,Broxtowe & Cinderhill,3296,2127,847,846,743,703,665,518,358,233,187,130,130,7487
E06000018,E02002879,New Basford,2303,2170,1085,1015,891,677,673,599,464,303,248,185,207,8517
E06000018,E02002880,Aspley,2755,2049,819,802,704,665,596,588,397,249,229,147,149,7394
E06000018,E02002881,Bilborough North,1818,1399,619,592,476,446,503,464,364,249,232,171,270,5785
E06000018,E02002882,Mapperley Park,1172,2140,869,730,569,596,634,590,416,376,308,162,310,7700
E06000018,E02002883,Thorneywood,1680,1550,766,755,618,557,602,555,449,308,258,162,195,6775
E06000018,E02002884,Forest Fields,1723,2043,900,787,663,506,458,369,256,182,130,80,155,6529
E06000018,E02002885,Hyson Green,2776,3065,1389,1171,971,808,590,441,345,206,140,94,99,9319
E06000018,E02002886,Bobbers Mill,2679,2440,996,991,825,714,652,549,495,399,348,287,405,9101
E06000018,E02002887,Beechdale,1446,1253,463,471,425,468,505,491,410,326,383,295,401,5891
E06000018,E02002888,St Ann's East,1967,1601,814,794,709,628,533,498,401,299,214,137,207,6835
E06000018,E02002889,"Arboretum, Forest & Trent University",584,7663,884,551,409,291,285,243,224,134,93,45,73,10895
E06000018,E02002890,St Ann's West,1399,5977,1330,905,629,488,520,491,385,240,209,149,182,11505
E06000018,E02002891,Bakersfield,1896,1571,689,665,629,568,601,606,475,395,349,234,366,7148
E06000018,E02002892,Bilborough South,1435,1344,520,457,438,423,495,496,381,267,279,175,286,5561
E06000018,E02002893,Radford,2287,10076,2260,1667,968,684,561,439,366,263,173,109,141,17707
E06000018,E02002894,Wollaton Park,1578,1306,613,659,567,560,486,467,436,387,358,234,404,6477
E06000018,E02002895,The Park & Castle,578,5107,952,594,493,325,350,313,243,185,187,117,146,9012
E06000018,E02002896,Sneinton,2569,2709,1305,1139,1007,768,683,565,399,303,245,149,185,9457
E06000018,E02002897,Wollaton Vale,1753,1145,506,517,572,568,559,589,435,442,469,359,605,6766
E06000018,E02002898,Lenton & Dunkirk,898,7469,1334,843,493,282,230,242,208,165,127,89,152,11634
E06000018,E02002899,"University Park, Lenton Abbey & Jubilee Campus",938,10124,1523,884,493,338,303,260,250,196,192,150,222,14935
E06000018,E02002901,Wilford & Silverdale,1116,1008,504,494,412,447,447,438,404,371,289,218,418,5450
E06000018,E02002902,Clifton North,1709,3038,771,661,502,486,548,591,538,421,301,207,401,8465
E06000018,E02002903,Clifton West,1318,1057,515,460,396,388,356,396,440,386,296,194,458,5342
E06000018,E02002904,Clifton South,1495,1219,595,480,385,405,500,435,406,306,228,156,328,5443
E06000018,E02006834,Top Valley East,1607,1371,645,592,444,482,541,608,444,341,333,243,454,6498
E06000018,E02006904,City Centre & Trent Bridge,815,6279,1505,884,543,370,336,299,173,154,115,66,68,10792
E06000018,E02006905,Meadows,1697,1866,960,805,647,522,516,453,370,280,215,145,195,6974
E06000019,E02002905,"Wigmore, Orleton & Brimfield",837,697,248,280,281,384,531,596,542,545,553,439,451,5547
E06000019,E02002906,Leominster North,1095,857,400,372,320,307,366,385,324,331,372,264,441,4739
E06000019,E02002907,Leominster South,1084,1035,416,404,372,424,458,467,420,446,445,346,486,5719
E06000019,E02002908,"Shobdon, Luston & Bodenham",1291,1183,413,360,447,509,688,818,795,761,808,588,655,8025
E06000019,E02002909,Bromyard & Bishop's Frome,1509,1367,589,539,586,609,793,930,974,923,961,631,810,9712
E06000019,E02002910,"Kington, Eardisley & Staunton",1113,968,390,374,355,455,596,677,684,686,627,502,700,7014
E06000019,E02002911,"Credenhill, Weobley & Wellington",1567,1530,925,840,698,651,803,744,732,665,745,507,715,9555
E06000019,E02002912,"Lugwardine, Withington & Moreton on Lugg",1245,1141,461,463,463,576,617,611,551,495,499,344,451,6672
E06000019,E02002913,"Colwall, Cradley & Wellington Heath",808,656,224,275,264,336,468,519,540,525,547,413,493,5260
E06000019,E02002914,Hereford North West,1563,1389,652,650,558,590,665,634,634,501,518,404,548,7743
E06000019,E02002915,Hereford North East,1312,1233,543,507,430,473,550,603,522,419,425,419,692,6816
E06000019,E02002916,Hereford Central,1654,1917,943,847,686,664,752,708,602,472,470,297,437,8795
E06000019,E02002917,Hereford West,1136,1211,580,503,459,422,529,505,410,337,368,274,437,6035
E06000019,E02002918,Hereford East,1012,840,304,323,342,415,430,418,404,365,383,298,532,5054
E06000019,E02002919,Hereford South,1995,1474,739,703,628,564,615,601,531,407,444,307,432,7445
E06000019,E02002920,"Belmont, Madley & Clehonger",1125,971,447,393,394,470,504,530,475,384,365,333,344,5610
E06000019,E02002921,Hereford South West,1985,1407,730,659,537,534,550,531,441,328,324,179,241,6461
E06000019,E02002922,"Fownhope, Tarrington & Marcle",1017,914,312,296,321,435,530,635,555,511,535,359,488,5891
E06000019,E02002923,Ledbury,1419,1252,543,526,524,568,746,714,630,570,782,627,906,8388
E06000019,E02002924,Golden Valley,1019,728,239,268,308,349,483,546,511,484,528,342,490,5276
E06000019,E02002925,Kingstone & Kingsthorne,1862,1511,609,578,631,699,872,980,864,770,749,542,694,9499
