date,areaType,areaCode,areaName,metric,age,rate,value
"2021-02-13",nation,E92000001,England,maleCases,"60_to_64",5708.7,87186
"2021-02-13",nation,E92000001,England,maleCases,"0_to_4",2248.2,38067
"2021-02-13",nation,E92000001,England,maleCases,"15_to_19",6061.9,104231
"2021-02-13",nation,E92000001,England,maleCases,"5_to_9",2344.8,42432
"2021-02-13",nation,E92000001,England,maleCases,"45_to_49",7381.3,125497
"2021-02-13",nation,E92000001,England,maleCases,"80_to_84",5304.8,33710
"2021-02-13",nation,E92000001,England,maleCases,"25_to_29",8308.7,148951
"2021-02-13",nation,E92000001,England,maleCases,"65_to_69",4102.7,55501
"2021-02-13",nation,E92000001,England,femaleCases,"65_to_69",3610.1,52127
"2021-02-13",nation,E92000001,England,femaleCases,"40_to_44",7876,148425
"2021-02-13",nation,E92000001,England,femaleCases,"30_to_34",9383.8,175316
"2021-02-13",nation,E92000001,England,femaleCases,"55_to_59",6655.2,131809
"2021-02-13",nation,E92000001,England,femaleCases,"90+",13005.1,45653
"2021-02-13",nation,E92000001,England,femaleCases,"85_to_89",7708.2,40771
"2021-02-13",nation,E92000001,England,femaleCases,"0_to_4",2266.2,36404
"2021-02-13",nation,E92000001,England,femaleCases,"5_to_9",2144,39901
"2021-02-13",nation,E92000001,England,femaleCases,"70_to_74",2984.4,43249
"2021-02-13",nation,E92000001,England,femaleCases,"35_to_39",8449.6,161167
"2021-02-13",nation,E92000001,England,femaleCases,"75_to_79",3611.4,37558
"2021-02-13",nation,E92000001,England,femaleCases,"80_to_84",4937.4,39719
"2021-02-13",nation,E92000001,England,femaleCases,"60_to_64",5693.2,90214
"2021-02-13",nation,E92000001,England,femaleCases,"50_to_54",8109.5,152176
"2021-02-13",nation,E92000001,England,femaleCases,"20_to_24",11699,175779
"2021-02-13",nation,E92000001,England,femaleCases,"25_to_29",10657,180651
"2021-02-13",nation,E92000001,England,femaleCases,"10_to_14",3796.3,65514
"2021-02-13",nation,E92000001,England,femaleCases,"45_to_49",8599.1,147398
"2021-02-13",nation,E92000001,England,femaleCases,"15_to_19",7686.9,125664
"2021-02-12",nation,E92000001,England,maleCases,"20_to_24",8915.1,141547
"2021-02-12",nation,E92000001,England,maleCases,"30_to_34",7636.6,147625
"2021-02-12",nation,E92000001,England,maleCases,"55_to_59",6040.2,116390
"2021-02-12",nation,E92000001,England,maleCases,"35_to_39",7156.4,136012
"2021-02-12",nation,E92000001,England,maleCases,"70_to_74",3450.4,45895
"2021-02-12",nation,E92000001,England,maleCases,"45_to_49",7365.2,125223
"2021-02-12",nation,E92000001,England,maleCases,"0_to_4",2240.6,37938
"2021-02-12",nation,E92000001,England,maleCases,"50_to_54",7024.5,129201
"2021-02-12",nation,E92000001,England,maleCases,"60_to_64",5693.7,86956
"2021-02-12",nation,E92000001,England,maleCases,"5_to_9",2338.1,42310
"2021-02-12",nation,E92000001,England,maleCases,"25_to_29",8290.7,148630
"2021-02-12",nation,E92000001,England,maleCases,"80_to_84",5296.7,33658
"2021-02-12",nation,E92000001,England,maleCases,"75_to_79",4113.9,37054
"2021-02-12",nation,E92000001,England,maleCases,"15_to_19",6051.1,104046
"2021-02-12",nation,E92000001,England,maleCases,"10_to_14",3602.4,65293
"2021-02-12",nation,E92000001,England,maleCases,"40_to_44",6772.8,125236
"2021-02-12",nation,E92000001,England,maleCases,"85_to_89",7870.3,27613
"2021-02-12",nation,E92000001,England,maleCases,"65_to_69",4094.5,55391
"2021-02-12",nation,E92000001,England,maleCases,"90+",11718.4,19480
"2021-02-12",nation,E92000001,England,femaleCases,"15_to_19",7674.1,125455
"2021-02-12",nation,E92000001,England,femaleCases,"10_to_14",3788.4,65378
"2021-02-12",nation,E92000001,England,femaleCases,"25_to_29",10635.7,180291
"2021-02-12",nation,E92000001,England,femaleCases,"70_to_74",2978.1,43158
"2021-02-12",nation,E92000001,England,femaleCases,"5_to_9",2138.5,39799
"2021-02-12",nation,E92000001,England,femaleCases,"30_to_34",9360.6,174882
"2021-02-12",nation,E92000001,England,femaleCases,"55_to_59",6641.7,131542
"2021-02-12",nation,E92000001,England,femaleCases,"40_to_44",7859.9,148122
"2021-02-12",nation,E92000001,England,femaleCases,"85_to_89",7698.6,40720
"2021-02-12",nation,E92000001,England,femaleCases,"90+",12985.7,45585
"2021-02-12",nation,E92000001,England,femaleCases,"60_to_64",5679.1,89991
"2021-02-12",nation,E92000001,England,femaleCases,"35_to_39",8428.4,160763
"2021-02-12",nation,E92000001,England,femaleCases,"75_to_79",3605.5,37496
"2021-02-12",nation,E92000001,England,femaleCases,"50_to_54",8092,151847
"2021-02-12",nation,E92000001,England,femaleCases,"80_to_84",4928.9,39651
"2021-02-12",nation,E92000001,England,femaleCases,"65_to_69",3601.5,52003
"2021-02-12",nation,E92000001,England,femaleCases,"0_to_4",2258.4,36280
"2021-02-12",nation,E92000001,England,femaleCases,"45_to_49",8580.5,147078
"2021-02-12",nation,E92000001,England,femaleCases,"20_to_24",11678,175464
"2021-02-11",nation,E92000001,England,maleCases,"25_to_29",8264.3,148156
"2021-02-11",nation,E92000001,England,maleCases,"45_to_49",7343.2,124849
"2021-02-11",nation,E92000001,England,maleCases,"50_to_54",7003.6,128817
"2021-02-11",nation,E92000001,England,maleCases,"55_to_59",6020.8,116016
"2021-02-11",nation,E92000001,England,maleCases,"80_to_84",5285.5,33587
"2021-02-11",nation,E92000001,England,maleCases,"35_to_39",7131,135528
"2021-02-11",nation,E92000001,England,maleCases,"40_to_44",6748.8,124792
"2021-02-11",nation,E92000001,England,maleCases,"5_to_9",2330.6,42174
"2021-02-11",nation,E92000001,England,maleCases,"60_to_64",5674.9,86669
"2021-02-11",nation,E92000001,England,maleCases,"0_to_4",2231.3,37780
"2021-02-11",nation,E92000001,England,maleCases,"70_to_74",3441.4,45776
"2021-02-11",nation,E92000001,England,maleCases,"20_to_24",8890.5,141156
"2021-02-11",nation,E92000001,England,maleCases,"10_to_14",3593.4,65130
"2021-02-11",nation,E92000001,England,maleCases,"90+",11690.7,19434
"2021-02-11",nation,E92000001,England,maleCases,"85_to_89",7844.4,27522
"2021-02-11",nation,E92000001,England,maleCases,"75_to_79",4102.9,36955
"2021-02-11",nation,E92000001,England,maleCases,"30_to_34",7610.3,147117
"2021-02-11",nation,E92000001,England,maleCases,"15_to_19",6037,103804
"2021-02-11",nation,E92000001,England,maleCases,"65_to_69",4082.3,55225
"2021-02-11",nation,E92000001,England,femaleCases,"85_to_89",7680.1,40622
"2021-02-11",nation,E92000001,England,femaleCases,"55_to_59",6619.1,131094
"2021-02-11",nation,E92000001,England,femaleCases,"30_to_34",9330.3,174317
"2021-02-11",nation,E92000001,England,femaleCases,"20_to_24",11648,175013
"2021-02-11",nation,E92000001,England,femaleCases,"50_to_54",8069.8,151431
"2021-02-11",nation,E92000001,England,femaleCases,"80_to_84",4915,39539
"2021-02-11",nation,E92000001,England,femaleCases,"5_to_9",2129.5,39631
"2021-02-11",nation,E92000001,England,femaleCases,"0_to_4",2247.9,36111
"2021-02-11",nation,E92000001,England,femaleCases,"10_to_14",3779.4,65222
"2021-02-11",nation,E92000001,England,femaleCases,"90+",12949.8,45459
"2021-02-11",nation,E92000001,England,femaleCases,"60_to_64",5660.4,89694
"2021-02-11",nation,E92000001,England,femaleCases,"35_to_39",8401.6,160253
"2021-02-11",nation,E92000001,England,femaleCases,"25_to_29",10604.4,179759
"2021-02-11",nation,E92000001,England,femaleCases,"70_to_74",2969.1,43028
"2021-02-11",nation,E92000001,England,femaleCases,"40_to_44",7837.2,147695
"2021-02-11",nation,E92000001,England,femaleCases,"75_to_79",3595.6,37393
"2021-02-11",nation,E92000001,England,femaleCases,"45_to_49",8557,146676
"2021-02-11",nation,E92000001,England,femaleCases,"15_to_19",7657.1,125177
"2021-02-11",nation,E92000001,England,femaleCases,"65_to_69",3591.3,51856
"2021-02-10",nation,E92000001,England,maleCases,"40_to_44",6725.8,124367
"2021-02-10",nation,E92000001,England,maleCases,"45_to_49",7321,124472
"2021-02-10",nation,E92000001,England,maleCases,"25_to_29",8240.5,147730
"2021-02-10",nation,E92000001,England,maleCases,"55_to_59",5999.1,115598
"2021-02-10",nation,E92000001,England,maleCases,"5_to_9",2320.6,41994
"2021-02-10",nation,E92000001,England,maleCases,"80_to_84",5271.5,33498
"2021-02-10",nation,E92000001,England,maleCases,"85_to_89",7823.3,27448
"2021-02-10",nation,E92000001,England,maleCases,"90+",11651.6,19369
"2021-02-10",nation,E92000001,England,maleCases,"65_to_69",4068.6,55040
"2021-02-10",nation,E92000001,England,maleCases,"60_to_64",5655.6,86375
"2021-02-10",nation,E92000001,England,maleCases,"30_to_34",7581,146550
"2021-02-10",nation,E92000001,England,maleCases,"75_to_79",4091.3,36851
"2021-02-10",nation,E92000001,England,maleCases,"70_to_74",3431,45638
"2021-02-10",nation,E92000001,England,maleCases,"10_to_14",3583.2,64944
"2021-02-10",nation,E92000001,England,maleCases,"20_to_24",8863,140720
"2021-02-10",nation,E92000001,England,maleCases,"0_to_4",2220.8,37603
"2021-02-10",nation,E92000001,England,maleCases,"35_to_39",7105.7,135048
"2021-02-10",nation,E92000001,England,maleCases,"15_to_19",6023.6,103574
"2021-02-10",nation,E92000001,England,maleCases,"50_to_54",6981,128401
"2021-02-10",nation,E92000001,England,femaleCases,"10_to_14",3768.5,65034
"2021-02-10",nation,E92000001,England,femaleCases,"30_to_34",9298,173713
"2021-02-10",nation,E92000001,England,femaleCases,"0_to_4",2237.5,35943
"2021-02-10",nation,E92000001,England,femaleCases,"90+",12919.9,45354
"2021-02-10",nation,E92000001,England,femaleCases,"70_to_74",2960.4,42901
"2021-02-10",nation,E92000001,England,femaleCases,"60_to_64",5641.1,89388
"2021-02-10",nation,E92000001,England,femaleCases,"75_to_79",3585.7,37290
"2021-02-10",nation,E92000001,England,femaleCases,"45_to_49",8534,146281
"2021-02-10",nation,E92000001,England,femaleCases,"35_to_39",8371.2,159673
"2021-02-10",nation,E92000001,England,femaleCases,"15_to_19",7639.8,124894
"2021-02-10",nation,E92000001,England,femaleCases,"25_to_29",10569.6,179169
"2021-02-10",nation,E92000001,England,femaleCases,"50_to_54",8044.9,150965
"2021-02-10",nation,E92000001,England,femaleCases,"80_to_84",4904.4,39454
"2021-02-10",nation,E92000001,England,femaleCases,"5_to_9",2121.5,39481
"2021-02-10",nation,E92000001,England,femaleCases,"65_to_69",3579.7,51689
"2021-02-10",nation,E92000001,England,femaleCases,"20_to_24",11611.6,174466
"2021-02-10",nation,E92000001,England,femaleCases,"55_to_59",6594.9,130615
"2021-02-10",nation,E92000001,England,femaleCases,"40_to_44",7813.1,147240
"2021-02-10",nation,E92000001,England,femaleCases,"85_to_89",7657.8,40504
"2021-02-09",nation,E92000001,England,maleCases,"10_to_14",3573.3,64765
"2021-02-09",nation,E92000001,England,maleCases,"5_to_9",2313.1,41858
"2021-02-09",nation,E92000001,England,maleCases,"50_to_54",6956.4,127948
"2021-02-09",nation,E92000001,England,maleCases,"65_to_69",4053.9,54841
"2021-02-09",nation,E92000001,England,maleCases,"0_to_4",2210.1,37422
"2021-02-09",nation,E92000001,England,maleCases,"75_to_79",4080.8,36756
"2021-02-09",nation,E92000001,England,maleCases,"25_to_29",8209.4,147171
"2021-02-09",nation,E92000001,England,maleCases,"85_to_89",7804.8,27383
"2021-02-09",nation,E92000001,England,maleCases,"60_to_64",5634.3,86049
"2021-02-09",nation,E92000001,England,maleCases,"45_to_49",7293.2,123999
"2021-02-09",nation,E92000001,England,maleCases,"30_to_34",7547.9,145911
"2021-02-09",nation,E92000001,England,maleCases,"20_to_24",8836.3,140296
"2021-02-09",nation,E92000001,England,maleCases,"80_to_84",5257.5,33409
"2021-02-09",nation,E92000001,England,maleCases,"40_to_44",6700.2,123895
"2021-02-09",nation,E92000001,England,maleCases,"90+",11614.4,19307
"2021-02-09",nation,E92000001,England,maleCases,"15_to_19",6010.5,103348
"2021-02-09",nation,E92000001,England,maleCases,"55_to_59",5976.6,115164
"2021-02-09",nation,E92000001,England,maleCases,"70_to_74",3420.3,45495
"2021-02-09",nation,E92000001,England,maleCases,"35_to_39",7078,134522
"2021-02-09",nation,E92000001,England,femaleCases,"65_to_69",3567.8,51517
"2021-02-09",nation,E92000001,England,femaleCases,"60_to_64",5621.8,89083
"2021-02-09",nation,E92000001,England,femaleCases,"5_to_9",2111.6,39297
"2021-02-09",nation,E92000001,England,femaleCases,"20_to_24",11573.9,173900
"2021-02-09",nation,E92000001,England,femaleCases,"30_to_34",9267.6,173146
"2021-02-09",nation,E92000001,England,femaleCases,"50_to_54",8016.9,150439
"2021-02-09",nation,E92000001,England,femaleCases,"70_to_74",2949.9,42749
"2021-02-09",nation,E92000001,England,femaleCases,"15_to_19",7621.9,124602
"2021-02-09",nation,E92000001,England,femaleCases,"0_to_4",2227.4,35782
"2021-02-09",nation,E92000001,England,femaleCases,"45_to_49",8505.4,145792
"2021-02-09",nation,E92000001,England,femaleCases,"35_to_39",8340.1,159079
"2021-02-09",nation,E92000001,England,femaleCases,"40_to_44",7788,146767
"2021-02-09",nation,E92000001,England,femaleCases,"85_to_89",7633.4,40375
"2021-02-09",nation,E92000001,England,femaleCases,"10_to_14",3759.6,64880
"2021-02-09",nation,E92000001,England,femaleCases,"90+",12873.5,45191
"2021-02-09",nation,E92000001,England,femaleCases,"80_to_84",4889,39330
"2021-02-09",nation,E92000001,England,femaleCases,"75_to_79",3574.3,37172
"2021-02-09",nation,E92000001,England,femaleCases,"25_to_29",10537.3,178623
"2021-02-09",nation,E92000001,England,femaleCases,"55_to_59",6572.5,130170
"2021-02-08",nation,E92000001,England,maleCases,"25_to_29",8178.9,146624
"2021-02-08",nation,E92000001,England,maleCases,"35_to_39",7049.2,133973
"2021-02-08",nation,E92000001,England,maleCases,"20_to_24",8807.3,139835
"2021-02-08",nation,E92000001,England,maleCases,"90+",11574,19240
"2021-02-08",nation,E92000001,England,maleCases,"30_to_34",7518,145333
"2021-02-08",nation,E92000001,England,maleCases,"45_to_49",7266,123536
"2021-02-08",nation,E92000001,England,maleCases,"0_to_4",2199.5,37243
"2021-02-08",nation,E92000001,England,maleCases,"60_to_64",5611.2,85696
"2021-02-08",nation,E92000001,England,maleCases,"65_to_69",4039.8,54650
"2021-02-08",nation,E92000001,England,maleCases,"40_to_44",6674.8,123425
"2021-02-08",nation,E92000001,England,maleCases,"10_to_14",3563.8,64593
"2021-02-08",nation,E92000001,England,maleCases,"80_to_84",5243.3,33319
"2021-02-08",nation,E92000001,England,maleCases,"15_to_19",5995.2,103085
"2021-02-08",nation,E92000001,England,maleCases,"55_to_59",5952.7,114705
"2021-02-08",nation,E92000001,England,maleCases,"50_to_54",6931.5,127491
"2021-02-08",nation,E92000001,England,maleCases,"70_to_74",3408.3,45336
"2021-02-08",nation,E92000001,England,maleCases,"75_to_79",4067.7,36638
"2021-02-08",nation,E92000001,England,maleCases,"85_to_89",7776.8,27285
"2021-02-08",nation,E92000001,England,maleCases,"5_to_9",2302.8,41671
"2021-02-08",nation,E92000001,England,femaleCases,"70_to_74",2941.1,42621
"2021-02-08",nation,E92000001,England,femaleCases,"80_to_84",4874,39209
"2021-02-08",nation,E92000001,England,femaleCases,"60_to_64",5599.8,88735
"2021-02-08",nation,E92000001,England,femaleCases,"85_to_89",7609.9,40251
"2021-02-08",nation,E92000001,England,femaleCases,"30_to_34",9231.3,172467
"2021-02-08",nation,E92000001,England,femaleCases,"65_to_69",3554.3,51322
"2021-02-08",nation,E92000001,England,femaleCases,"0_to_4",2217.3,35620
"2021-02-08",nation,E92000001,England,femaleCases,"45_to_49",8478.6,145331
"2021-02-08",nation,E92000001,England,femaleCases,"10_to_14",3748.4,64688
"2021-02-08",nation,E92000001,England,femaleCases,"5_to_9",2102.6,39130
"2021-02-08",nation,E92000001,England,femaleCases,"35_to_39",8309.6,158498
"2021-02-08",nation,E92000001,England,femaleCases,"90+",12831.3,45043
"2021-02-08",nation,E92000001,England,femaleCases,"20_to_24",11539.9,173388
"2021-02-08",nation,E92000001,England,femaleCases,"50_to_54",7989.2,149918
"2021-02-08",nation,E92000001,England,femaleCases,"55_to_59",6549.3,129711
"2021-02-08",nation,E92000001,England,femaleCases,"75_to_79",3563.4,37059
"2021-02-08",nation,E92000001,England,femaleCases,"40_to_44",7759.6,146233
"2021-02-08",nation,E92000001,England,femaleCases,"15_to_19",7603.3,124298
"2021-02-08",nation,E92000001,England,femaleCases,"25_to_29",10500.1,177991
"2021-02-07",nation,E92000001,England,maleCases,"85_to_89",7748.6,27186
"2021-02-07",nation,E92000001,England,maleCases,"30_to_34",7483.5,144665
"2021-02-07",nation,E92000001,England,maleCases,"25_to_29",8148.1,146073
"2021-02-07",nation,E92000001,England,maleCases,"50_to_54",6900.8,126926
"2021-02-07",nation,E92000001,England,maleCases,"55_to_59",5925.5,114180
"2021-02-07",nation,E92000001,England,maleCases,"70_to_74",3396.1,45173
"2021-02-07",nation,E92000001,England,maleCases,"15_to_19",5978.5,102797
"2021-02-07",nation,E92000001,England,maleCases,"75_to_79",4051.1,36489
"2021-02-07",nation,E92000001,England,maleCases,"65_to_69",4025.1,54451
"2021-02-07",nation,E92000001,England,maleCases,"20_to_24",8775.2,139326
"2021-02-07",nation,E92000001,England,maleCases,"5_to_9",2292,41477
"2021-02-07",nation,E92000001,England,maleCases,"45_to_49",7234.8,123006
"2021-02-07",nation,E92000001,England,maleCases,"35_to_39",7016.2,133347
"2021-02-07",nation,E92000001,England,maleCases,"10_to_14",3551.5,64369
"2021-02-07",nation,E92000001,England,maleCases,"40_to_44",6644.4,122862
"2021-02-07",nation,E92000001,England,maleCases,"90+",11527.1,19162
"2021-02-07",nation,E92000001,England,maleCases,"80_to_84",5226,33209
"2021-02-07",nation,E92000001,England,maleCases,"0_to_4",2186.8,37028
"2021-02-07",nation,E92000001,England,maleCases,"60_to_64",5588.3,85347
"2021-02-07",nation,E92000001,England,femaleCases,"75_to_79",3548.6,36905
"2021-02-07",nation,E92000001,England,femaleCases,"10_to_14",3736.6,64483
"2021-02-07",nation,E92000001,England,femaleCases,"45_to_49",8443.3,144726
"2021-02-07",nation,E92000001,England,femaleCases,"25_to_29",10459.4,177302
"2021-02-07",nation,E92000001,England,femaleCases,"20_to_24",11504.1,172851
"2021-02-07",nation,E92000001,England,femaleCases,"60_to_64",5577.1,88374
"2021-02-07",nation,E92000001,England,femaleCases,"80_to_84",4855.7,39062
"2021-02-07",nation,E92000001,England,femaleCases,"0_to_4",2203.5,35398
"2021-02-07",nation,E92000001,England,femaleCases,"90+",12772.9,44838
"2021-02-07",nation,E92000001,England,femaleCases,"35_to_39",8273.1,157801
"2021-02-07",nation,E92000001,England,femaleCases,"85_to_89",7578.5,40085
"2021-02-07",nation,E92000001,England,femaleCases,"70_to_74",2930.3,42465
"2021-02-07",nation,E92000001,England,femaleCases,"40_to_44",7727.5,145628
"2021-02-07",nation,E92000001,England,femaleCases,"30_to_34",9192.6,171744
"2021-02-07",nation,E92000001,England,femaleCases,"55_to_59",6525.6,129242
"2021-02-07",nation,E92000001,England,femaleCases,"50_to_54",7955.8,149293
"2021-02-07",nation,E92000001,England,femaleCases,"65_to_69",3539.8,51113
"2021-02-07",nation,E92000001,England,femaleCases,"15_to_19",7584.5,123991
"2021-02-07",nation,E92000001,England,femaleCases,"5_to_9",2093.1,38953
"2021-02-06",nation,E92000001,England,maleCases,"10_to_14",3543.1,64218
"2021-02-06",nation,E92000001,England,maleCases,"90+",11501.3,19119
"2021-02-06",nation,E92000001,England,maleCases,"35_to_39",6990.5,132858
"2021-02-06",nation,E92000001,England,maleCases,"75_to_79",4038.9,36379
"2021-02-06",nation,E92000001,England,maleCases,"25_to_29",8122.7,145618
"2021-02-06",nation,E92000001,England,maleCases,"40_to_44",6621.7,122442
"2021-02-06",nation,E92000001,England,maleCases,"50_to_54",6879.6,126536
"2021-02-06",nation,E92000001,England,maleCases,"65_to_69",4013.2,54290
"2021-02-06",nation,E92000001,England,maleCases,"5_to_9",2283.6,41324
"2021-02-06",nation,E92000001,England,maleCases,"45_to_49",7211.5,122609
"2021-02-06",nation,E92000001,England,maleCases,"55_to_59",5907.4,113831
"2021-02-06",nation,E92000001,England,maleCases,"85_to_89",7727.2,27111
"2021-02-06",nation,E92000001,England,maleCases,"0_to_4",2178.5,36886
"2021-02-06",nation,E92000001,England,maleCases,"60_to_64",5570.2,85070
"2021-02-06",nation,E92000001,England,maleCases,"15_to_19",5965,102566
"2021-02-06",nation,E92000001,England,maleCases,"70_to_74",3386.4,45044
"2021-02-06",nation,E92000001,England,maleCases,"80_to_84",5213.6,33130
"2021-02-06",nation,E92000001,England,maleCases,"30_to_34",7457.2,144156
"2021-02-06",nation,E92000001,England,maleCases,"20_to_24",8752.8,138970
"2021-02-06",nation,E92000001,England,femaleCases,"25_to_29",10426.3,176741
"2021-02-06",nation,E92000001,England,femaleCases,"15_to_19",7567.8,123717
"2021-02-06",nation,E92000001,England,femaleCases,"60_to_64",5562.8,88148
"2021-02-06",nation,E92000001,England,femaleCases,"70_to_74",2922.8,42357
"2021-02-06",nation,E92000001,England,femaleCases,"65_to_69",3529.4,50962
"2021-02-06",nation,E92000001,England,femaleCases,"30_to_34",9163.2,171195
"2021-02-06",nation,E92000001,England,femaleCases,"45_to_49",8419.7,144322
"2021-02-06",nation,E92000001,England,femaleCases,"80_to_84",4845.5,38980
"2021-02-06",nation,E92000001,England,femaleCases,"75_to_79",3538.4,36799
"2021-02-06",nation,E92000001,England,femaleCases,"90+",12743,44733
"2021-02-06",nation,E92000001,England,femaleCases,"50_to_54",7933.4,148872
"2021-02-06",nation,E92000001,England,femaleCases,"10_to_14",3726.9,64316
"2021-02-06",nation,E92000001,England,femaleCases,"85_to_89",7560.4,39989
"2021-02-06",nation,E92000001,England,femaleCases,"0_to_4",2193.6,35238
"2021-02-06",nation,E92000001,England,femaleCases,"40_to_44",7705.5,145213
"2021-02-06",nation,E92000001,England,femaleCases,"20_to_24",11475.2,172416
"2021-02-06",nation,E92000001,England,femaleCases,"35_to_39",8247.4,157312
"2021-02-06",nation,E92000001,England,femaleCases,"55_to_59",6507.9,128892
"2021-02-06",nation,E92000001,England,femaleCases,"5_to_9",2085.6,38814
"2021-02-05",nation,E92000001,England,maleCases,"10_to_14",3533.5,64043
"2021-02-05",nation,E92000001,England,maleCases,"30_to_34",7430.6,143642
"2021-02-05",nation,E92000001,England,maleCases,"20_to_24",8729.5,138600
"2021-02-05",nation,E92000001,England,maleCases,"60_to_64",5551,84777
"2021-02-05",nation,E92000001,England,maleCases,"35_to_39",6966.7,132405
"2021-02-05",nation,E92000001,England,maleCases,"75_to_79",4026.4,36266
"2021-02-05",nation,E92000001,England,maleCases,"45_to_49",7188.9,122226
"2021-02-05",nation,E92000001,England,maleCases,"15_to_19",5951.8,102338
"2021-02-05",nation,E92000001,England,maleCases,"50_to_54",6855.9,126100
"2021-02-05",nation,E92000001,England,maleCases,"65_to_69",4001.6,54134
"2021-02-05",nation,E92000001,England,maleCases,"70_to_74",3375.7,44902
"2021-02-05",nation,E92000001,England,maleCases,"90+",11465.8,19060
"2021-02-05",nation,E92000001,England,maleCases,"25_to_29",8094.1,145105
"2021-02-05",nation,E92000001,England,maleCases,"0_to_4",2168.1,36711
"2021-02-05",nation,E92000001,England,maleCases,"80_to_84",5200.4,33046
"2021-02-05",nation,E92000001,England,maleCases,"40_to_44",6598.2,122008
"2021-02-05",nation,E92000001,England,maleCases,"55_to_59",5890.2,113500
"2021-02-05",nation,E92000001,England,maleCases,"5_to_9",2275.8,41183
"2021-02-05",nation,E92000001,England,maleCases,"85_to_89",7705.9,27036
"2021-02-05",nation,E92000001,England,femaleCases,"45_to_49",8397,143933
"2021-02-05",nation,E92000001,England,femaleCases,"5_to_9",2078.1,38675
"2021-02-05",nation,E92000001,England,femaleCases,"70_to_74",2913.4,42221
"2021-02-05",nation,E92000001,England,femaleCases,"40_to_44",7681.8,144765
"2021-02-05",nation,E92000001,England,femaleCases,"0_to_4",2184,35084
"2021-02-05",nation,E92000001,England,femaleCases,"10_to_14",3717,64146
"2021-02-05",nation,E92000001,England,femaleCases,"80_to_84",4833.9,38887
"2021-02-05",nation,E92000001,England,femaleCases,"25_to_29",10395.4,176217
"2021-02-05",nation,E92000001,England,femaleCases,"55_to_59",6487.2,128481
"2021-02-05",nation,E92000001,England,femaleCases,"20_to_24",11446.2,171981
"2021-02-05",nation,E92000001,England,femaleCases,"50_to_54",7908.2,148398
"2021-02-05",nation,E92000001,England,femaleCases,"65_to_69",3517.3,50787
"2021-02-05",nation,E92000001,England,femaleCases,"35_to_39",8219.4,156777
"2021-02-05",nation,E92000001,England,femaleCases,"85_to_89",7543.6,39900
"2021-02-05",nation,E92000001,England,femaleCases,"75_to_79",3528.4,36695
"2021-02-05",nation,E92000001,England,femaleCases,"60_to_64",5545.7,87877
"2021-02-05",nation,E92000001,England,femaleCases,"90+",12717.4,44643
"2021-02-05",nation,E92000001,England,femaleCases,"30_to_34",9133.6,170641
"2021-02-05",nation,E92000001,England,femaleCases,"15_to_19",7549.8,123424
"2021-02-04",nation,E92000001,England,maleCases,"90+",11420,18984
"2021-02-04",nation,E92000001,England,maleCases,"0_to_4",2154.8,36485
"2021-02-04",nation,E92000001,England,maleCases,"35_to_39",6934.8,131800
"2021-02-04",nation,E92000001,England,maleCases,"10_to_14",3522.2,63838
"2021-02-04",nation,E92000001,England,maleCases,"20_to_24",8699.5,138123
"2021-02-04",nation,E92000001,England,maleCases,"75_to_79",4011.2,36129
"2021-02-04",nation,E92000001,England,maleCases,"80_to_84",5180.4,32919
"2021-02-04",nation,E92000001,England,maleCases,"30_to_34",7398.1,143015
"2021-02-04",nation,E92000001,England,maleCases,"40_to_44",6569.3,121473
"2021-02-04",nation,E92000001,England,maleCases,"60_to_64",5526.6,84404
"2021-02-04",nation,E92000001,England,maleCases,"65_to_69",3983.8,53893
"2021-02-04",nation,E92000001,England,maleCases,"45_to_49",7159.6,121728
"2021-02-04",nation,E92000001,England,maleCases,"70_to_74",3362,44720
"2021-02-04",nation,E92000001,England,maleCases,"55_to_59",5866.7,113048
"2021-02-04",nation,E92000001,England,maleCases,"50_to_54",6825.3,125538
"2021-02-04",nation,E92000001,England,maleCases,"25_to_29",8061.5,144520
"2021-02-04",nation,E92000001,England,maleCases,"85_to_89",7680.5,26947
"2021-02-04",nation,E92000001,England,maleCases,"15_to_19",5935.7,102061
"2021-02-04",nation,E92000001,England,maleCases,"5_to_9",2264.5,40979
"2021-02-04",nation,E92000001,England,femaleCases,"0_to_4",2170.3,34864
"2021-02-04",nation,E92000001,England,femaleCases,"75_to_79",3513.2,36536
"2021-02-04",nation,E92000001,England,femaleCases,"60_to_64",5522.2,87505
"2021-02-04",nation,E92000001,England,femaleCases,"5_to_9",2067.8,38482
"2021-02-04",nation,E92000001,England,femaleCases,"70_to_74",2901.2,42044
"2021-02-04",nation,E92000001,England,femaleCases,"10_to_14",3703,63904
"2021-02-04",nation,E92000001,England,femaleCases,"25_to_29",10356.3,175554
"2021-02-04",nation,E92000001,England,femaleCases,"55_to_59",6461.1,127965
"2021-02-04",nation,E92000001,England,femaleCases,"40_to_44",7650.5,144176
"2021-02-04",nation,E92000001,England,femaleCases,"35_to_39",8183.4,156090
"2021-02-04",nation,E92000001,England,femaleCases,"20_to_24",11403.2,171335
"2021-02-04",nation,E92000001,England,femaleCases,"50_to_54",7877.8,147829
"2021-02-04",nation,E92000001,England,femaleCases,"15_to_19",7529.3,123089
"2021-02-04",nation,E92000001,England,femaleCases,"30_to_34",9091.2,169850
"2021-02-04",nation,E92000001,England,femaleCases,"90+",12655,44424
"2021-02-04",nation,E92000001,England,femaleCases,"45_to_49",8363.2,143354
